brand_name,model_name,variant_name,variant_slug,variant_url,price,fuel_type,transmission,engine,mileage,power,torque,seating_capacity,airbags,body_type,data_source,source_url,scraped_at
BMW,6 Series Gt,630I M Sport 50 Jahre M Edition,630i-m-sport-50-jahre-m-edition,https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-50-jahre-m-edition/,Rs. 72.90 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-50-jahre-m-edition/,2026-06-16 14:53:57
BMW,6 Series Gt,630I M Sport,630i-m-sport,https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport/,Rs. 73.50 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport/,2026-06-16 14:54:00
BMW,6 Series Gt,620D M Sport,620d-m-sport,https://www.carwale.com/bmw-cars/6-series-gt/620d-m-sport/,Rs. 75.50 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/620d-m-sport/,2026-06-16 14:54:04
BMW,6 Series Gt,630I M Sport Signature,630i-m-sport-signature,https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-signature/,Rs. 76.90 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-signature/,2026-06-16 14:54:08
BMW,6 Series Gt,620D M Sport Signature,620d-m-sport-signature,https://www.carwale.com/bmw-cars/6-series-gt/620d-m-sport-signature/,Rs. 78.90 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/620d-m-sport-signature/,2026-06-16 14:54:11
BMW,6 Series Gt,630D M Sport,630d-m-sport,https://www.carwale.com/bmw-cars/6-series-gt/630d-m-sport/,Rs. 79.89 Lakh,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,261 bhp,620 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/630d-m-sport/,2026-06-16 14:54:15
BMW,8 Series,840I Gran Coupe,840i-gran-coupe,https://www.carwale.com/bmw-cars/8-series/840i-gran-coupe/,Rs. 1.31 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/8-series/840i-gran-coupe/,2026-06-16 14:54:20
BMW,8 Series,840I M Sport Edition,840i-m-sport-edition,https://www.carwale.com/bmw-cars/8-series/840i-m-sport-edition/,Rs. 1.57 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",11.65 kmpl,335 bhp,500 Nm,5,6,Coupe,carwale,https://www.carwale.com/bmw-cars/8-series/840i-m-sport-edition/,2026-06-16 14:54:22
BMW,8 Series,840I M Sport,840i-m-sport,https://www.carwale.com/bmw-cars/8-series/840i-m-sport/,Rs. 1.62 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/8-series/840i-m-sport/,2026-06-16 14:54:26
BMW,X5 M,Competition 2020 2023,competition-2020-2023,https://www.carwale.com/bmw-cars/x5-m/competition-2020-2023/,Rs. 2.08 Crore,Petrol,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,617 bhp,750 Nm,5,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5-m/competition-2020-2023/,2026-06-16 14:54:35
BMW,X5 M,Competition,competition,https://www.carwale.com/bmw-cars/x5-m/competition/,Rs. 2.08 Crore,Petrol,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,617 bhp,750 Nm,5,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5-m/competition/,2026-06-16 14:54:38
BMW,X3 M40I,Xdrive,xdrive,https://www.carwale.com/bmw-cars/x3-m40i/xdrive/,Rs. 87.70 Lakh,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,355 bhp,500 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x3-m40i/xdrive/,2026-06-16 14:54:44
BYD,Atto 3,Dynamic,dynamic,https://www.carwale.com/byd-cars/atto-3/dynamic/,Rs. 24.99 Lakh,Electric,Automatic,,,201bhp,310 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/atto-3/dynamic/,2026-06-16 14:54:51
BYD,Atto 3,Premium,premium,https://www.carwale.com/byd-cars/atto-3/premium/,Rs. 29.85 Lakh,Electric,Automatic,,,201bhp,310 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/atto-3/premium/,2026-06-16 14:54:55
BYD,Atto 3,Superior,superior,https://www.carwale.com/byd-cars/atto-3/superior/,Rs. 33.99 Lakh,Electric,Automatic,,,201bhp,310 Nm,5,7,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/atto-3/superior/,2026-06-16 14:54:58
BYD,Sealion 7,Premium 2Wd 826 Kwh,premium-2wd-826-kwh,https://www.carwale.com/byd-cars/sealion-7/premium-2wd-826-kwh/,Rs. 49.40 Lakh,Electric,Automatic,,,523bhp,380 Nm,5,11,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/sealion-7/premium-2wd-826-kwh/,2026-06-16 14:55:04
BYD,Sealion 7,Performance Awd 826 Kwh,performance-awd-826-kwh,https://www.carwale.com/byd-cars/sealion-7/performance-awd-826-kwh/,Rs. 54.90 Lakh,Electric,Automatic,,,523bhp,690 Nm,5,11,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/sealion-7/performance-awd-826-kwh/,2026-06-16 14:55:07
BYD,Sealion 7,Anniversary Edition Awd 826 Kwh,anniversary-edition-awd-826-kwh,https://www.carwale.com/byd-cars/sealion-7/anniversary-edition-awd-826-kwh/,Rs. 54.90 Lakh,Electric,Automatic,,,523bhp,690Nm,5,11,SUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/sealion-7/anniversary-edition-awd-826-kwh/,2026-06-16 14:55:11
BYD,Seal,Dynamic,dynamic,https://www.carwale.com/byd-cars/seal/dynamic/,Rs. 41.00 Lakh,Electric,Automatic,,,523bhp,310 Nm,5,8,Sedan,carwale+cardekho(partial),https://www.carwale.com/byd-cars/seal/dynamic/,2026-06-16 14:55:17
BYD,Seal,Premium,premium,https://www.carwale.com/byd-cars/seal/premium/,Rs. 45.70 Lakh,Electric,Automatic,,,523bhp,360 Nm,5,8,Sedan,carwale+cardekho(partial),https://www.carwale.com/byd-cars/seal/premium/,2026-06-16 14:55:21
BYD,Seal,Performance,performance,https://www.carwale.com/byd-cars/seal/performance/,Rs. 53.15 Lakh,Electric,Automatic,,,523bhp,670 Nm,5,8,Sedan,carwale+cardekho(partial),https://www.carwale.com/byd-cars/seal/performance/,2026-06-16 14:55:25
BYD,Emax 7,Premium 6 Str,premium-6-str,https://www.carwale.com/byd-cars/emax-7/premium-6-str/,Rs. 26.90 Lakh,Electric,Automatic,,,201bhp,310 Nm,6,6,MUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/emax-7/premium-6-str/,2026-06-16 14:55:30
BYD,Emax 7,Premium 7 Str,premium-7-str,https://www.carwale.com/byd-cars/emax-7/premium-7-str/,Rs. 27.50 Lakh,Electric,Automatic,,,201bhp,310 Nm,7,6,MUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/emax-7/premium-7-str/,2026-06-16 14:55:34
BYD,Emax 7,Superior 6 Str,superior-6-str,https://www.carwale.com/byd-cars/emax-7/superior-6-str/,Rs. 29.30 Lakh,Electric,Automatic,,,201bhp,310 Nm,6,6,MUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/emax-7/superior-6-str/,2026-06-16 14:55:37
BYD,Emax 7,Superior 7 Str,superior-7-str,https://www.carwale.com/byd-cars/emax-7/superior-7-str/,Rs. 29.90 Lakh,Electric,Automatic,,,201bhp,310 Nm,7,6,MUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/emax-7/superior-7-str/,2026-06-16 14:55:41
BYD,Seal U Dm I,Performance Plug In Hybrid Electric Plus Petrol Turbo Automatic,performance-plug-in-hybrid-electric-plus-petrol-turbo-automatic,https://www.carwale.com/byd-cars/seal-u-dm-i/performance-plug-in-hybrid-electric-plus-petrol-turbo-automatic/,Rs. 49.40 Lakh,Electric,Automatic,,,201 bhp,300 Nm,5,,Coupe,carwale+cardekho(partial),https://www.carwale.com/byd-cars/seal-u-dm-i/performance-plug-in-hybrid-electric-plus-petrol-turbo-automatic/,2026-06-16 14:55:48
BYD,E6,Gl,gl,https://www.carwale.com/byd-cars/e6/gl/,Rs. 29.15 Lakh,Electric,Automatic,,,93.87bhp,180 Nm,5,4,MUV,carwale+cardekho(partial),https://www.carwale.com/byd-cars/e6/gl/,2026-06-16 14:55:53
Bentley,Bentayga,V8 Petrol,v8-petrol,https://www.carwale.com/bentley-cars/bentayga/v8-petrol/,Rs. 3.83 Crore,Petrol,Automatic,"3996 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",10.0 kmpl,542 bhp,770 Nm,5,6,SUV,carwale+cardekho,https://www.carwale.com/bentley-cars/bentayga/v8-petrol/,2026-06-16 14:55:59
Bentley,Bentayga,Ewb,ewb,https://www.carwale.com/bentley-cars/bentayga/ewb/,Rs. 5.60 Crore,Petrol,Automatic,"3996 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,542 bhp,770 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/bentayga/ewb/,2026-06-16 14:56:03
Bentley,Arnage,R,r,https://www.carwale.com/bentley-cars/arnage/r/,Rs. 2.25 Crore,Petrol,Automatic,"6761 cc, 8 Cylinders In V Shape, 2 Valves/Cylinder",,,,5,,SUV,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/arnage/r/,2026-06-16 14:56:08
Bentley,Arnage,Rl,rl,https://www.carwale.com/bentley-cars/arnage/rl/,Rs. 2.50 Crore,Petrol,Automatic,"6761 cc, 8 Cylinders In V Shape, 2 Valves/Cylinder",,,,4,,SUV,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/arnage/rl/,2026-06-16 14:56:12
Bentley,Continentalgtc,V8,v8,https://www.carwale.com/bentley-cars/continentalgtc/v8/,Rs. 3.45 Crore,Petrol,Automatic,"3993 cc, 4 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,500 bhp,660 Nm,4,,,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/continentalgtc/v8/,2026-06-16 14:56:17
Bentley,Continentalgtc,Convertible,convertible,https://www.carwale.com/bentley-cars/continentalgtc/convertible/,Rs. 3.71 Crore,Petrol,Automatic,"5998 cc, 6 Cylinders In W Shape, 4 Valves/Cylinder, DOHC",,567 bhp,700 Nm,4,,Convertible,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/continentalgtc/convertible/,2026-06-16 14:56:20
Bentley,Continentalgtc,V8S,v8s,https://www.carwale.com/bentley-cars/continentalgtc/v8s/,Rs. 3.72 Crore,Petrol,Automatic,"3993 cc, 4 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,521 bhp,680 Nm,4,,,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/continentalgtc/v8s/,2026-06-16 14:56:24
Bentley,Continentalgtc,Speed,speed,https://www.carwale.com/bentley-cars/continentalgtc/speed/,Rs. 4.20 Crore,Petrol,Automatic,"5998 cc, 6 Cylinders In W Shape, 4 Valves/Cylinder, DOHC",,626 bhp,820 Nm,4,,,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/continentalgtc/speed/,2026-06-16 14:56:28
Bentley,Azure,Convertible,convertible,https://www.carwale.com/bentley-cars/azure/convertible/,Rs. 3.90 Crore,Petrol,Automatic,"6761 cc, 8 Cylinders In V Shape",,,,4,,Convertible,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/azure/convertible/,2026-06-16 14:56:33
Bentley,Mulsanne,V8,v8,https://www.carwale.com/bentley-cars/mulsanne/v8/,Rs. 5.56 Crore,Petrol,Automatic,"6752 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,505bhp,1020Nm,5,2,Sedan,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/mulsanne/v8/,2026-06-16 14:56:38
Bentley,Continentalsupersports,Convertible,convertible,https://www.carwale.com/bentley-cars/continentalsupersports/convertible/,Rs. 5.23 Crore,Petrol,Automatic,5950 cc,,,,4,,Convertible,carwale+cardekho(partial),https://www.carwale.com/bentley-cars/continentalsupersports/convertible/,2026-06-16 14:56:44
Citroen,C3 X,Live,live,https://www.carwale.com/citroen-cars/c3-x/live/,Rs. 5.93 Lakh,Petrol,Manual,"1198 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",18.0 kmpl,80 bhp,115 Nm,5,2,Hatchback,carwale,https://www.carwale.com/citroen-cars/c3-x/live/,2026-06-16 14:56:47
Citroen,C3 X,Live O,live-o,https://www.carwale.com/citroen-cars/c3-x/live-o/,Rs. 6.68 Lakh,Petrol,Manual,"1198 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",18.0 kmpl,80 bhp,115 Nm,5,2,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/c3-x/live-o/,2026-06-16 14:56:51
Citroen,C3 X,Feel,feel,https://www.carwale.com/citroen-cars/c3-x/feel/,Rs. 7.10 Lakh,Petrol,Manual,"1198 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.1 kmpl,80 bhp,115 Nm,5,2,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/c3-x/feel/,2026-06-16 14:56:55
Citroen,C3 X,Feel O,feel-o,https://www.carwale.com/citroen-cars/c3-x/feel-o/,Rs. 8.19 Lakh,Petrol,Manual,"1198 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.15 kmpl,80 bhp,115 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/c3-x/feel-o/,2026-06-16 14:56:59
Citroen,C3 X,Shine,shine,https://www.carwale.com/citroen-cars/c3-x/shine/,Rs. 9.15 Lakh,Petrol,Manual,"1198 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.1 kmpl,80 bhp,115 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/c3-x/shine/,2026-06-16 14:57:02
Citroen,Aircross X,You,you,https://www.carwale.com/citroen-cars/aircross-x/you/,Rs. 10.44 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",19.0 kmpl,80 bhp,115 Nm,5,6,SUV,carwale,https://www.carwale.com/citroen-cars/aircross-x/you/,2026-06-16 14:57:06
Citroen,Aircross X,Plus,plus,https://www.carwale.com/citroen-cars/aircross-x/plus/,Rs. 11.71 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.1 kmpl,80 bhp,115 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/aircross-x/plus/,2026-06-16 14:57:10
Citroen,Aircross X,Max,max,https://www.carwale.com/citroen-cars/aircross-x/max/,Rs. 15.22 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.1 kmpl,109 bhp,190 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/aircross-x/max/,2026-06-16 14:57:14
Citroen,Basalt X,You,you,https://www.carwale.com/citroen-cars/basalt-x/you/,Rs. 10.05 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder",18.0 kmpl,80 bhp,115 Nm,5,6,SUV,carwale,https://www.carwale.com/citroen-cars/basalt-x/you/,2026-06-16 14:57:18
Citroen,Basalt X,Plus,plus,https://www.carwale.com/citroen-cars/basalt-x/plus/,Rs. 11.71 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder",,80 bhp,115 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/basalt-x/plus/,2026-06-16 14:57:22
Citroen,Basalt X,Max,max,https://www.carwale.com/citroen-cars/basalt-x/max/,Rs. 14.81 Lakh,Petrol,Manual,"1199 cc, 3 Cylinders Inline, 4 Valves/Cylinder",,108 bhp,190 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/basalt-x/max/,2026-06-16 14:57:26
Citroen,Ec3,Feel,feel,https://www.carwale.com/citroen-cars/ec3/feel/,Rs. 13.70 Lakh,Electric,Automatic,,,56.21bhp,143 Nm,5,2,Hatchback,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/ec3/feel/,2026-06-16 14:57:31
Citroen,Ec3,Shine,shine,https://www.carwale.com/citroen-cars/ec3/shine/,Rs. 13.96 Lakh,Electric,Automatic,,,56.21bhp,143 Nm,5,2,Hatchback,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/ec3/shine/,2026-06-16 14:57:35
Citroen,Ec3,Live,live,https://www.carwale.com/citroen-cars/ec3/live/,Rs. 10.30 Lakh,Electric,Automatic,,,56.21bhp,143Nm,5,2,Hatchback,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/ec3/live/,2026-06-16 14:57:39
Citroen,C5 Aircross,Shine,shine,https://www.carwale.com/citroen-cars/c5-aircross/shine/,Rs. 45.43 Lakh,Diesel,Automatic,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,174 bhp,400 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/citroen-cars/c5-aircross/shine/,2026-06-16 14:57:44
Ferrari,849 Testarossa,40 Litre V8 Hybrid Electric Plus Petrol Turbo Automatic,40-litre-v8-hybrid-electric-plus-petrol-turbo-automatic,https://www.carwale.com/ferrari-cars/849-testarossa/40-litre-v8-hybrid-electric-plus-petrol-turbo-automatic/,Rs. 10.37 Crore,Electric,Automatic,,,1035 bhp,842 Nm,2,6,SUV,carwale+cardekho(partial),https://www.carwale.com/ferrari-cars/849-testarossa/40-litre-v8-hybrid-electric-plus-petrol-turbo-automatic/,2026-06-16 14:57:56
